title,title_link,company,summary,result-link-bar,tt_set,turnstileLink,slNoUnderline,date,salary,location
Software Engineer,https://www.indeed.com/rc/clk?jk=10848abb4eb109e8&fccid=7c138e549c2cd781&vjs=3,Braze,"With data, technology, and teams working together in unison, the Braze platform makes marketing more authentic, brands more human, and customers more satisfied with every experience. 3+ years of software development experience....",30+ days ago   -  save job - more...,-  save job - more...,,,30+ days ago,,"New York, NY"
Software Management Information Systems Internship (Summer 2...,https://www.indeed.com/rc/clk?jk=fce39bf0cf39e141&fccid=fa55fc9cf3df5d58&vjs=3,Retensa,Online software testing. Software Management Information Systems Intern (NYC). Retensa provides talent management solutions to mid-size and large firms on 5 continents in 12 languages with a mission of creating workplaces where every...,30+ days ago   -  save job - more...,-  save job - more...,Retensa,9 reviews,30+ days ago,,"New York, NY"
Software Development Engineer,https://www.indeed.com/rc/clk?jk=de9e55958de8ac39&fccid=fe2d21eef233e94a&vjs=3,Amazon Services LLC,"Designing and developing large-scale, multi-tiered, embedded or distributed software applications, tools, systems and services using Java, C#, C++ or Perl and Object Oriented Design, Algorithms, Data Structures....",Amazon.com - 4 days ago   -  save job - more...,-  save job - more...,Amazon Services LLC,"32,867 reviews",4 days ago,,"New York, NY"
Application Analyst I,https://www.indeed.com/rc/clk?jk=a93839dfe1d5f483&fccid=c007936ceb766fe5&vjs=3,Mount Sinai,Proficient in at least one higher-level programming language and familiarity with application development support software packages. Explore more about this opportunity and how you can help us write a new chapter in our story!...,Mount Sinai Health System - 5 days ago   -  save job - more...,-  save job - more...,Mount Sinai,"1,116 reviews",5 days ago,,"New York, NY"
Applications Developer,"https://www.indeed.com/company/Biswas-Information-Technology-Solutions,-Inc./jobs/Application-Developer-51c6da1013c90f90?fccid=1080fd294770f62e&vjs=3","Biswas Information Technology Solutions, Inc.","• *Develops guidelines and upgrade techniques of new operational procedures for the support of databases, hardware systems, operating systems software, network systems software, security and client server systems....",11 days ago   -  save job - more...,-  save job - more...,,,11 days ago,,"New York, NY"
Software engineer,https://www.indeed.com/rc/clk?jk=63c237e4325eaa4c&fccid=4e744b2ce4e39077&vjs=3,Keybase,"We're hiring generalist software engineers in our NYC, Seattle, Chicago, and SF offices. ObjC, Java and C# for native UI development on iOS, OSX, Android and Windows; A short snippet of code that you're particularly proud of, and a...",4 months ago   -  save job - more...,-  save job - more...,,,4 months ago,,"New York, NY"
Junior DevOps Software New York,https://www.indeed.com/rc/clk?jk=c9c70ab763559823&fccid=2525ee368b671cd8&vjs=3,FDM Group,"Basic knowledge of computer hardware and software. Analyzing user needs and software requirements to determine feasibility of design within time and cost constraints; Modifying existing software to correct errors, adapt to new hardware, or...",6 months ago   -  save job - more...,-  save job - more...,FDM Group,74 reviews,6 months ago,,"New York, NY"
BOOKKEEPER,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DZKDDQRZolvMce6HZIZJKEDoAsEOpwWiPuyJeRN-_7tMQsj3Rs-2gfHqrHG_XxrQwbaCRIyIN-KL0jLcwURnBtIYXBxX-ZohPC_9deXyFUOyblD1-QJAj5nlbyEFPkKRWofMIUToqDfEIx0QpU0ZWYEcHvKslzLpT2eB1slRvzlW4ns7uSJHNTEWMLgmc1zy4Qzdyq9xxZXLDjTn5rcGI4wqDWGFsdrWCMn8pJZ7May2qdnWqhVB9UNWqDB6xXEQ5sZf93XgaO6GJUfE2obT13suOWay554Ch4keCHMHrmBP9ios7EWT1Bc2RORBz3QpCQxHGzCDw9XAudXqRMd4L97LQLefxN3D6TpGB6vC6fyHcQuT9ZnyEdNSKRqP-3sEn0KW2qEREcqVMYT3GJ5Yc7F8O09XFefnyySB7LgTvdNw==&vjs=3&p=1&fvj=1,Confidential-Bakery Cafe,Must be able to produce the accounting software financial reporting. Hands-on excellent experience with spreadsheets and the company’s accounting software (i.e. Bookkeeper sought to work with our off-site accountant to record day to day...,Sponsored - save job,save job,,,,,
Artificial Intelligence Software Developer Consultant,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CV4holdffd831ZKQhR8rczbMi0923Hh_m8CV6wbSqk2AAIzE4yv5ChgTacxDuE8yxL4EJcKBSgP4KrqpjU1qUyQGOjrig8ew2Cr9A_yea7E2k3S0Vh7aGpNeNbeyQUulso31QyIZ4P7-v_EqpPY56rw7gCSjDRUYuTJwGGLINehisknEIyJfcDjCX98ydz4L-NSuba3ysPQtTAW1iQkrBfN44lEAV1cKxaDWULhMCKB8UxtJRG5j-dAdg5KRCxc9d0TVclpFbU73kZNMJQKVoYbIUvMP0uBuzB4i94m7zT4iagt_lfsPcl_GntaWKTR3Aa5imyWtF5U3Jc27JMsJUbDrmL5W7VA3HMDtZGqUclX-s2qtVrEbIv6EOOy1awB5o-EZ1pYpYlouInuFP81OAgUrT0w7Yq-58CvhUotnQzedY__kshAZm2&vjs=3&p=2&fvj=0,Accenture,"Should be enthusiastic to learn and use APIs (like face recognition, image analytics, text analytics, language understanding etc.). Knowledge of professional software engineering best practices for the full software development life cycle....",Sponsored - save job,save job,Accenture,"16,209 reviews",,,
Calling out to Low Latency developers,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CX-yWiPYLHRgD850XgSeRqKRgVjEQWHSVPMnLylkQQ6NAMToAy2JrRkRQkblOoEaOFOmbPd_p0JVk2qNTufPT7mxT-iXpPBQrO1jwsS7BT0dDvSoYJvebR97BygbFai8En_ZhJJZZVgBr3f4CmJG1KRFJNhxpomlF2rzgI8pCOD7O8p_mTMn5Am0W5n4o-WdY8jn2zyOtKSlDrGtviyJwJeqJtuYBW5zzXsOsP5H8BiIT6AI4KjT4CPjCZpkMbJvOAKvYuAGmtzGUyigAvoks6WGFc4Elok3Cnipo-FTFyygbCFqBNd9StkkktWiLHdBCAEPlX8xCvxylXW5-YFrD5urJebIjlfSrgMdnHw548_JSBT4YhWy7LdxunlloEFSvc2eEZbxQYtQo39OyH4j4CPsRa-j29JZx94d4Dom3fcdWeY0PS2qmcCNFKXwYZUWTZH3JD2qyfCQ==&vjs=3&p=3&fvj=1,Radley James,Spend your day developing in-house software for the firm’s primary low latency trading platform and will be given a good level of freedom to design and push the firms systems to its limits....,Sponsored - save job,save job,Radley James,4 reviews,,"$160,000 - $220,000 a year",
Java Tech Lead,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D9VN6BPRXTV2tItCaktZg62fwZ_cJ7nDDCWbPDlsU-S6l1QMMLp2hdEf7DWN7xv-X6MBo-wEeo7aNImqPalS36Xeo5JvA9-LtxBjENTf59ECxSGHOM2AAwWsR7AJ-DajLFqUbg3mVq_ICSPjW3fQ3pKTKto2qaZT26XG2Nd0rksBQDBxatPPQu-L1BEzOeGqUDqYYyH4erGZb-OmAt_zt7fGgzdG7SxNAQsd_4NyEPrCBdd9Qp6S-ZJwAajf-_EPX5CXxQMo0n5wUlmnFvJJr7g6X-_iXNS5UfxNub5pLo-zN7wE-uPUGJPwyGD3ml9CXEHyK0SXzlSoiG5WI5VpDGqiPg9tRN6Hm78VJXYdHLlWHT0VH1cVKClEbyBtSFv9_CKv7pUItTlBBw09ahFv9JOVPa4EsFRF4=&vjs=3&p=4&fvj=1,Confidential,"Agile SDLC – a keen interest in identifying and improving the software development process with a dev-ops mind-set. Java Tech Lead :. Java/OO Development – very strong development skills, with experience in development of concurrent and...",Sponsored - save job,save job,,,,"$180,000 - $210,000 a year",
Utility Meter Installer Technician,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DaopbjPiTFTs3t0l4CBnWUEkx6ids8JlNP9B3Z3TzNfUdb8FnIX4ZxVqNnowv4n4Sr2BdgnzPsrV3MUGn5aTe9RFqa9XNrk95zVTv6hCsrr0mDwvDN06bQCoUKl5oGQtE_Yj0JWjGSSczBQ4eOg59J2ErMfRybRs-25Ez_uNmEg9lKg_ltRCxOcODDhEsjzsL3atlfdRxfMCL87c_qCNm58B-s0M9c4HQUotktsL6uJBC5Wr8sgfkXcsQpHXKRTXLqGyDvhk7qS289Km9V2qG5CueNPW3OwCHlyAZqfSkr1eUOh3DWH0X7xUL2Y4Mxy8ukd2KZm9nccZjdlezfOofubdoSRb9Z9y2AvmXTeVtc6ftua7RhWAOKcVWw_1JRzagCgCfaFxQOwQolXcBE818PbSmQorlCOM-amDnyPOTkgAd7sXysYsai0bWzM4i8c5gmEkms-q449s3tbCb0pnzQ&vjs=3&p=5&fvj=1,Aclara Technologies LLC,"Knowledge of/ability to work with technology, computers, and various software programs. You will be paid $23.00 per hour to start will increase at designated time intervals. Meter Installer Job description:....",Sponsored - save job,save job,Aclara Technologies LLC,82 reviews,,$23 an hour,
Outreach and Testing Specialist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A61qAjnJiHSO2JoIqsQPLARS4mVlAzw8J3-ktRwG1EH5iX8Qaxh59D1Yd_RSpL5sl9BPOqzvjY3aZSrHd2Tx11M6180ODwWRVr1YlxkTxkhssYfKggZV_exmoZ4Y8jiNeBN6cI5zobMAFwISEsye1IssN_vALgtvuBdQcphcDOA-J931TvcK0hNYKv9FlhumQkzzinOKSKlng5rLV6xKAIHXXwxSuqMAvIBisZVmRBLLM-4jWn7c_jUvj77rznKlRiY6TlMfBjb6spTbkObEE_hjYiM6chAIbLKOwirwv6IBUkf8w-i6QGw6Alb_xqdi5cvM5pgLGba8L7Y9RWbUA6KrsKeyx0QXznCLLQR1-ZiiAI-LD2WbF7c8H-vAfvBivBUW5PJmoiTBB80AIifHQxZydNfQ94h9xO2DRGc5SOe9G2-mE5hyfL_DDClJ8kom4=&vjs=3&p=1&fvj=1,"Bailey House, Inc.","Microsoft Word, Outlook and other relevant software proficient. Housing Works complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities....",Sponsored - save job,save job,,,,,
Digital Forensics Examiner/Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AlbgMcKlKFLBx_qJWzWVyevpGW5vnIEe2v0D9DpDYHvTeMCknkII1Lz4dwifKhzj5hljEZZ_QorXmu0pickG0TIiYNC1qKqe_U8p158vGBAbsshKYbihytTNR9I9qxS7oSjRTHaXEAWpbN0Zrca_ky1uoN72TJ9wI4MaNDMQvLO77CEVY6LPXOFrpE3zn6rAiATi88TJnqYpp6BT_FwgecvtchMu-R6ih3AcZtdk7STKJdHve5G7XwiaLmqD4GEkb_nqpEMSoeLnyObpfR1VXL8OT2zqnGYbzaiOhTUmOKQ3jqPJWSJ3ER2-BruB35869kvGchR70sD0zQ4Qt62s7gEzm3WSjv_trbPs40z5BDqXt4v0FF0WSIyndnxlkHtifEohTTSbXg89mVJXXXUzdmet1wl6vPUKZMXXmgNwjgdsT7dMQfVj688NV4321rWJR3BDjWA4rRhpMzCccLBnr_l5JDnYxySSVmbpRMubukP_2N6JRq_pul7wDyqa5L5KCq1unN0c-VnQ==&vjs=3&p=2&fvj=0,The Legal Aid Society,"Experience in digital forensics, including computer and cell phone forensic software, proper evidence handling, forensic methodology/protocols, and forensic data/hardware. HOW TO APPLY. We are dedicated to building a strong professional...",Sponsored by Legal Aid Society - save job,save job,The Legal Aid Society,130 reviews,,,
Manager Ramp Services ** Ramp experience Required,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CFS0Jg70FTOWVm7PRs7d3q_Kn438VQ96iMcmVrePDukdnpgJryw2Uw4xplYr_M2wtr_4aOYr87IRUZA742VJZDhjB85ltsF4ZZBP_2hSEO6zWiO9axjxXs0RN-MuxUzuag1MuPcgF3xqLUSX-IsrlGrmrkGTWoxpeItkxKfhobX_OSaiScUE6hdQJ9wtg-OT6CaTPJ5Zf6wIDi-F8BvkdhdkwSjqSJWQl46ENk73NX4zxgHWCD8mDlmMHR8VcE0WFBXQ-T9eaznwXpLG0ii-iRMzFJq0EW1rQdhW5zHTMvk2eO1tvcszP5w7a87jzAEt_AbqHkjSpMwWXwXaVioSYIgX3OfawhEczQaxD5JR7gM4JB6k5Ixnv7vwX-P_5000kXBxqkzihi30eCpvax3J1ul_kp03AInH9ZCRQRTpQn7C4mL77WoC-TmvHN8Ts5gyo8ta5BeV6yJTz_VrsOdD5QPr22orkqSI_TnI_veasgGC5fkH7bGJ9cFvIxdbMZJF-hAfC8LCaSVmscd6vMzmQZdIYqC0Ys3iUBFX0GCmx-D47PKdoFaIsJkdVpxaxuh9sZT5VPyHgpsSB8MgwCIHZ6n8NSvPOk9EgUzSSooyhRSoJp863NfTV-UbftmO9hdxA0WSClNI50wQg5rABbP_KjNGo4INUjV5jUsvsFl07wek5JGnZeCaKGpdBlbACo4tiIaz759PP6sCBQFy234alc&vjs=3&p=3&fvj=0,Worldwide Flight Services,Ability to use a computer and applicable office software. The Manager Ramp Services classification includes the following:....,Sponsored - save job,save job,Worldwide Flight Services,379 reviews,,,
Administrative Assistant,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BQIA8ECZd3ckCHzFgCEZQ7yBB6hvnPj4GcFC-8pZkk-q9gTScUbmWZf69bhN2UO4TC_N5Qxw8PWvbfHSguP1V0CuaWBLECAbrcwObXTg0ECMWp9XAiaKO32igYK9DNTn_NiWxo07WQ-XX3t-yPyWnPbcFKCyysgR1ioxEaMvlV9p8LXfYrr1pvgGaEKQcBg2u6aTGpQXZYkbWn2qPz9WxjfV7gT-TiG16X1VccAD_A_3DMHezrIfWRx01yKY_5H1dPd-6Hz7l8Jh3dHptAjABoBXV65CxleL10FEArFEUUe3wVqj0cZVCJmi2sq5FJddBKkX6-3FAI3WTQncgVWSqhagk4riI94QATQeZ_lJ1BQ8JeJlmWsG4SvagpoTiM870MvYP8AAr4Se1isprhUU-UQL-0hgO62Ctrt04i19pgAkeVsH86YB0XxOFulblrLZE=&vjs=3&p=4&fvj=1,The Bahamas Maritime Authority,Computer skills (competence in the use of Microsoft Office and ability to learn and function effectively using the company’s software programs and applications). Paid time off. This company is a Ship Register....,Sponsored - save job,save job,,,,"$30,000 - $35,000 a year",
Software Engineer (Frontend),https://www.indeed.com/rc/clk?jk=6920bd055626a0ab&fccid=97c58b4c65083667&vjs=3,Birchbox,"Whether it's responsive, adaptive, fluid, or whatever the next buzz word is — you know how to write components that embrace the mercurial nature of the web platform. Birchbox is seeking resourceful and passionate Mid-to-Senior-level...",30+ days ago   -  save job - more...,-  save job - more...,Birchbox,15 reviews,30+ days ago,,"New York, NY 10038 (Financial District area)"
Machine Learning Infrastructure Engineer,https://www.indeed.com/rc/clk?jk=6f08f5796c5f6465&fccid=fe404d18bb9eef1e&vjs=3,Spotify,"Collaborate with cross functional agile teams of software engineers, data engineers, ML experts, and others in building new product features. We are looking for a Senior Software Engineer to help us define and build the next generation of...",6 months ago   -  save job - more...,-  save job - more...,Spotify,40 reviews,6 months ago,,"New York, NY 10011 (Chelsea area)"
Software Engineer - React Native,https://www.indeed.com/rc/clk?jk=40cc65d24ec0e3e8&fccid=c3ef670d668dfdba&vjs=3,Applecart,"We give brands the ability to tap into a new scalable and cost-effective customer acquisition channel:. Experience with deep linking (using Branch.IO, URIs) and implementing in-app analytics (with tools like Flurry or Segment)....",30+ days ago   -  save job - more...,-  save job - more...,,,30+ days ago,,"New York, NY"
Software Engineer,https://www.indeed.com/rc/clk?jk=c54b903cb7101f19&fccid=5c471a186c49a76a&vjs=3,MikMak,"Software Engineer with 2+ years experience developing web applications. MikMak is looking for a Software Engineer to join our growing Product & Engineering team. MikMak is an exciting, nimble startup that is growing quickly....",30+ days ago   -  save job - more...,-  save job - more...,,,30+ days ago,,"New York, NY"
Software Engineer,https://www.indeed.com/rc/clk?jk=d642f888a34e45a7&fccid=1dc32badf02d6835&vjs=3,Integral Ad Science,"We're looking for a Software Engineer for our New York office to join us in building our next generation data processing platform. Superb understanding of algorithms, scalability and various tradeoffs in a Big Data setting....",4 months ago   -  save job - more...,-  save job - more...,Integral Ad Science,13 reviews,4 months ago,,"New York, NY 10003 (Greenwich Village area)"
Information Technology Analyst I,https://www.indeed.com/rc/clk?jk=d0010ee34ac87136&fccid=4d5d694743c295fc&vjs=3,NewYork-Presbyterian Hospital,"Determines user specifications for hardware and software needs. New York, New York....",30+ days ago   -  save job - more...,-  save job - more...,NewYork-Presbyterian Hospital,"1,529 reviews",30+ days ago,,"Manhattan, NY"
eCommerce Front End Engineer,https://www.indeed.com/rc/clk?jk=26e1710a644893f8&fccid=2973259ddc967948&vjs=3,PepsiCo,"We’re looking for the greatest minds in data & analytics, software development, machine learning optimization, and next-generation supply chain. Knowledge of professional software engineering practices & best practices for the full software...",5 months ago   -  save job - more...,-  save job - more...,PepsiCo,"11,818 reviews",5 months ago,,"New York, NY 10017 (Midtown area)"
Software Engineer,https://www.indeed.com/rc/clk?jk=10c2ad0db22e9306&fccid=ec7026b814653f27&vjs=3,Oath Inc,"Experience with MySQL, Unix, and Open Source Software. Whether you’re looking to write mobile app code, engineer the servers behind our massive ad tech stacks, or develop algorithms to help us process 4 trillion data points a day, what you...",30+ days ago   -  save job - more...,-  save job - more...,Oath Inc,39 reviews,30+ days ago,,"New York, NY 10024 (Upper West Side area)"
Software Development Engineer - New Initiative,https://www.indeed.com/rc/clk?jk=b7d32982b058405a&fccid=fe2d21eef233e94a&vjs=3,"Amazon Web Services, Inc.","The ideal candidate will have extensive design and architecture experience, knowledge of modern web technologies, and a proven track record of building mission critical, highly scalable systems....",Amazon.com - 30+ days ago   -  save job - more...,-  save job - more...,"Amazon Web Services, Inc.","32,867 reviews",30+ days ago,,"New York, NY"
Senior Software Engineer,https://www.indeed.com/rc/clk?jk=f58e5ed0fb080e87&fccid=85806092f576a90e&vjs=3,Civis Analytics,"Your day-to-day will range from building and maintaining custom web applications that will be used by the largest progressive political organizations in the country, to working with our data scientists to build production machine learning...",30+ days ago   -  save job - more...,-  save job - more...,Civis Analytics,2 reviews,30+ days ago,"$105,000 - $165,000 a year","New York, NY"
Front Office Receptionist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BLkOgohQanYGsP6FFpAJoUy9xBINyy4zX4sLwO53xrC5vw05pTV305h2of2UzWta8sPxj9aSqxB2pCFCb7R8xvT_WysAVGCJgQHoz0tPK9yZzFWpE2NMFrwjqCL0Dm5lF6vay934Q89IDC3hgBaPAHBo6HXBZqAKBaC5jmncBGw4Ekkju8J0KJffOciDGbk0GZbw8TfzdFcRvpZS-LMEnO5YgNV8MJmcnhUtMaPLTdgIQOQW1ySqltILmLyFzXVhd4nEZG_rsKeKbi2gUc92lDdT1PZ0wG8TuytVMqUQiM2md9zKYTMfe8Xu8z-SnpfmE0yxOqfCgHwau-ozisLVUO5BB9ZGG0vzGvkpXoCkbg5MqoWHG4bJdSXFxctD3bJGcNeakza5CKhdXc4R3fK-vgmudn4IzKHt_iR_9knzzOSsjvTtkunYx6WihXMJ9_WEk=&vjs=3&p=1&fvj=1,JAG-ONE Physical Therapy,Utilize medical office software to schedule new and follow-up appointments for patients. Paid time off. There are several openings in the Brooklyn area for full and part time positions.*....,Sponsored - save job,save job,,,,,
Software Developer,https://www.indeed.com/rc/clk?jk=83165bdf736c3601&fccid=3c73b19142812ace&vjs=3,"Captivate, LLC","The Software Developer is a technical role tasked with developing application solutions that are robust, scalable, reusable, and maintainable. SQL, no-SQL, Big Data). E.g. Front/Back-End, Test, Tools, Analytics....",30+ days ago   -  save job - more...,-  save job - more...,"Captivate, LLC",20 reviews,30+ days ago,,"New York, NY"
Software Engineer,https://www.indeed.com/rc/clk?jk=759347f5343efedf&fccid=604e35e906d9ab07&vjs=3,ZocDoc,"You’ll build scalable products to make a simple and efficient healthcare experience for patients, providers, and your fellow Zocdocr’s. Work with industry leading technologies across AWS in a scalable and resilient microservice environment....",30+ days ago   -  save job - more...,-  save job - more...,ZocDoc,46 reviews,30+ days ago,,"New York, NY 10012 (Little Italy area)"
Python Developer,https://www.indeed.com/company/NYC-based-Hedge-Fund/jobs/Python-Developer-b73d1d74ea418ae5?fccid=a6a4def127828623&vjs=3,Grady Levkov & Co,"Perform routine software maintenance. Analyze user needs and develop software solutions. Previous experience in software development, computer engineering, or other related fields. Paid time off....",30+ days ago   -  save job - more...,-  save job - more...,,,30+ days ago,"$150,000 - $300,000 a year","New York, NY 10012 (Little Italy area)"
Engineer,https://www.indeed.com/rc/clk?jk=9db298a331c2fa2d&fccid=f057e04c37cca134&vjs=3,American Express,"Our Software Engineers not only understand how technology works, but how that technology intersects with the people who count on it every day. American Express has been making a difference in people’s lives for over 160 years, backing them...",12 days ago   -  save job - more...,-  save job - more...,American Express,"6,542 reviews",12 days ago,,"New York, NY"
Full-stack Software Engineer - eCommerce,https://www.indeed.com/rc/clk?jk=15f03b85f1c27326&fccid=168f8397a18a3f11&vjs=3,Book of the Month,"Book of the Month is looking for an experienced JavaScript developer to lead development of all aspects of our subscription e-commerce back-end, including our subscription billing platform, order management platform, and inventory control...",30+ days ago   -  save job - more...,-  save job - more...,,,30+ days ago,,"New York, NY 10001 (Chelsea area)"
"Master Teacher, Software Engineering",https://www.indeed.com/rc/clk?jk=459c3aee94785feb&fccid=e76dadb9a0d8a2cf&vjs=3,WeWork,Strong Knowledge in Software Engineering:. Flatiron is pleased to announce its Master Teacher program....,10 days ago   -  save job - more...,-  save job - more...,WeWork,108 reviews,10 days ago,,"New York, NY 10011 (Chelsea area)"
Agile Practice Lead - Software Development,https://www.indeed.com/rc/clk?jk=6782a6f8bb42112c&fccid=a9bcf9da7de2f94a&vjs=3,Pivotal Software,"Founded in 2013, Pivotal Software, Inc., combines our leading cloud-native platform, tools, and methodology to empower the world's largest organizations to adapt to change and build great software....",8 days ago   -  save job - more...,-  save job - more...,Pivotal Software,22 reviews,8 days ago,,"New York, NY"
"Software Engineer, Data Visualization",https://www.indeed.com/rc/clk?jk=890092e7d0e0a78d&fccid=ad54f07d33b76482&vjs=3,Gro Intelligence,"That’s why we’ve built Gro, the largest agricultural data and analytics platform – with hundreds of trillions of data points from sources all over the world, a number that is doubling every six months....",5 days ago   -  save job - more...,-  save job - more...,,,5 days ago,,"New York, NY 10001 (Chelsea area)"
Core Software Engineer,https://www.indeed.com/rc/clk?jk=e23eac20d3dd51bf&fccid=30979d0a9febb24d&vjs=3,Summit Securities Group,"As a Core Software Engineer, you will focus on building scalable solutions for handling a variety of data, where optimization and speed are at the heart of our systems. Experience writing low level software and expertise in threading....",21 days ago   -  save job - more...,-  save job - more...,,,21 days ago,,"New York, NY"
Software Engineer,https://www.indeed.com/rc/clk?jk=da499a7d6e1d5018&fccid=3f92f84de866b700&vjs=3,AdhereTech,"Experience building, shipping, and maintaining software. A scalable and easy to use data platform that our customers and data analysts can use to securely query and transform live production data....",4 months ago   -  save job - more...,-  save job - more...,,,4 months ago,,"New York, NY 10004 (Financial District area)"
Senior Interaction Designer – Immersive Media Environment,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A2q7Mh5gVb7JmqdBcaHaEQi_7Do0pLl5_r9WX2Lul7qKRuEN_0mSdWKqkla5OdMsOyATH6_9INND4beZ1kuS_8zra7OHsOUsrzrlERLs4RqySMgUt5wM6ORgfGAg_T10_CX3eUVFaSdFDL4RtgZC2dfNNiUiC6jU97oTkrYJB2_YgGNA5ShxaNYQBFtry0xuPBYKB0LXiKFbaAc_o0v00Aa4-PuuRJ_Mw4RdGLbj9ZaLU9LZ8xMaOZcZ-t_yYKhPmBIChVrrNjQuf2VnKjDNeKkYRLQg2ZHYNJZSTDyH0t0-7amwndpg2YmpBc75iMBdcurkHDw6ctWlJC8qqtAokhjUcfrKh3zTbA8zn7-MdN7e3pwfTsb0CGR5aBi_brdStdu8KUvoFsM2RZLuiuz_kUhwJJppIR4E6xOwIfoFu0td14ZtB4npun6ck6mE-yYGsrcpadPW4jWOgugED7twzQHeAkrfId8ldjm6_VlUpgjQ==&vjs=3&p=2&fvj=1,ESI Design,"We are seeking a seasoned designer who understands how people engage with dynamic digital media in public and semi-public spaces, and how to tell stories about places and communities. Proficiency in Adobe Creative Suite, Microsoft Office,...",Sponsored - save job,save job,,,,"$90,000 - $110,000 a year",
Personal Assistant to Managing Partner,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DnX6KG1pYltYNdShXHJrJC9del8wFXEaRPt2WKjcpEjuCwC4QWkfYdwucjZindZrV7WLfVHrqXOfvolYYWs71vKzMfBMUOrE-1vlq4Ejug1bUJTZKzls2q0bh8vWnDQe6Wc8tPTW1WaBJZ35gpSsHw1ZpL_62KSpCYVBOgAAqgTVdGnjrHk4k1khuatVPBnXTbd3RNXwilIOWj4xhw19ZiftlSNB5uw1kVkUgPe9paaj9I4HkUJ0C0KqRe8rWO-OEPQ_QFCH98rsM-95iRU0MuM_jkDJFPMwbSSQRCsnpW1TVdrJTmSlNUl-VVvAnPfUeHOsy8L3xkUyRVyTKhnSO4Ay3L5tg31dq1Py9iDNo9GB_p5oUF9qsUYBbuVG5xb1ep887whVmSxnF9OurYZdj6SoAP72aNxShYNIpqEp7ZVSpIx1u9fPEraJSEct-o8-TKoFF7Ae4Tm_nuJ9pSN7gfEhXcP9eNgepINDIM8zVpsCsDPZy5c2tT&vjs=3&p=3&fvj=0,Glocap Search,"Must have advanced skills in GMAIL Email/Calendar Management, Microsoft Office applications (Word, Excel, PowerPoint), with the aptitude for learning additional software applications as required)....",Sponsored - save job,save job,Glocap Search,8 reviews,,"$130,000 a year",
Field Service Technician,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AXulYTvNUnPGfEbUCAUk4FRPmtjN1aTUR3lbCkwToLzolpSujD0pjg1z23HpcSkre2tdbLvCJCPpygrqdC5gTN9siaiuEeNpI6M4bARLuwj4Vfp4OyQsPQgpXqpGjynRdCyVz9vgV2RXl8LzH60ZOOi-ceB5diZeZK2mGHhC56eO-cL21ZyEknjZLZQAHmPyg70X9fMneYzfmZPpMh25LFWpzvPAfZJHXGGk80C6v8olBNBEyhNBR8HfXBlXr3zT9xTGhgbXrKHRcZ8liYQmBcWSmpYLtXjoDpzv2HLuRQIvEhgkFFu86WhKxoxiEZUYj8qGMHGkbsJXvSuQsamGOJShmV8TIVZsIzClNCmIzDe2eaS0DtmFlVUcZqfD2UbwxZoHGTXX9Ea_3CfW6oF3j5QF18IGAh8i_bbjP0DwRgAGbZ9EL1beUbQ_IcpI2Mu6s=&vjs=3&p=4&fvj=1,Securitas Electronic Security,SES’ security solutions include product and service outsourcing that integrate cross-disciplinary functions into comprehensive technology-centered customer solutions on a cloud-based platform spanning hardware and software capabilities....,Sponsored - save job,save job,Securitas Electronic Security,84 reviews,,$30 - $40 an hour,
