date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
2017-08-07,,,Former Employee ,Great place for writers,,0,"I didn't work here for long because I was preparing to go back to university, but I loved working for them as a writer and researcher. Flexible, fun working environment and plenty of interesting tasks. Would highly recommend working with this awesome team if you get a chance to apply.",I would of liked more hours and a full-time contract but unfortunately this wasn't available at the time.,,5.0,4.0,4.0,4.0,4.0,4.0
2017-03-24,,,Current Employee ,good benefits package & office location,,0,Convenient office location with a great window view. A decent work-life balance is achievable. Generous employee benefits package.,Not a fan of the strict 24/7 communication availability policies. You may be woken up in the middle of the night if a student has a question or needs clarifications.,hire more support staff,5.0,4.0,5.0,5.0,5.0,5.0
2016-04-14,,,Current Employee ,Good company,,0,The work life balance is excellent,I don’t have any cons yet,,5.0,,,,,
2016-04-13,,,Current Employee ,Great company,,0,"Career options, great perks, friendly environment",I have a huge workload,,5.0,4.0,5.0,5.0,5.0,5.0
2016-04-11,,,Current Employee ,Cool,,0,"Great salary and perks
Free trainings and seminars",I had to pass a lot of tests to land this job. The interview process was quite challenging and stressful.,I don't live in SF and it takes me about 2 hours to get to work every morning. It would be nice if there was an option to work from home.,5.0,4.0,5.0,5.0,5.0,5.0
2016-04-11,,,Current Employee ,As good as a company can be,,0,It is an absolutely amazing company to grow and learn. People are very smart in here.,It just has so many talented people so the space for you is very limited.,,5.0,5.0,5.0,5.0,5.0,5.0
2016-04-07,,,Current Employee ,Awesome,,0,"work/life balance is great, awesome perks, amazing projects",I can’t complain so far,,5.0,,,,,
2016-04-06,,,Current Employee ,Great company to work for,,0,Great company to work for. A lot of perks,Sometimes difficult to get recognition for work.,,5.0,5.0,5.0,5.0,5.0,4.0
2016-03-11, Customer Service Representative,Kiev (Ukraine),Current Employee ,CSR,Less than a year,0,"Flexible schedule, progressive atmosphere, cosy location","Subjective team leading (not always effective, but distracting)","Regarding the response time. According to my observation to make it 3 minutes and be effective at the same time it's quite impossible due to the dashboard tasks and the complicated orders. Usually, it takes time to learn the client's details. That's why I would suggest to allocate one guy per shift for such complicated orders. In this case, the rest of the team will meet the response time rule.",4.0,4.0,4.0,3.0,4.0,4.0
2015-09-14,,,Current Employee ,Everyone here learns something new everyday,,0,"It is a great thing that we, at GoNerdify.com, are able to see the service grow and develop - usually when you start working somewhere everything is already established. Here, it is different - all the employees are equal, everyone listens to each other and support the newbies. The office is very comfortable, the team is provided with drinks and snacks, the service is cool - what more one could ask for? Nerdify is the best place to work for if you want to grow both professionally and personally, cause there is something new we learn every day.","The only downside might be the fact that everyone here is a little bit obsessed with GoNerdify. Looking for best nerds, working hard on improving our service and making sure that our clients are happy - these are the three main goals of our everyday life. Time after time I fall asleep thinking about the orders I processed today and whether the client was completely satisfied.","Perhaps a change of scene every now and then would help us become even more creative in our everyday tasks, and will further improve our teamwork skills. Other than that - stay awesome!",5.0,4.0,5.0,5.0,5.0,5.0
