date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt
2016-07-02, Construction Technician,"San Diego, CA",Current Employee ,"A great company that puts it's employees first, has an amazing product and turns a profit!",More than 3 years,0,"What can I say? If you want to work for a company that puts it's employees first. WORK HERE. If you want to work for a company that creates a valuable product and service. WORK HERE. If you want a FUN open work culture, autonomy in your job respective on your ability with great pay and benefits per time invested. WORK HERE. Over the last 15 years I've worked for several small and a few large companies. The work environment and general good-will expressed towards employees at Webpass is unparalleled in my experience and instills a great sense of loyalty, camaraderie and pride among all employees.

I've watched this company grow from its home in SF to sprawling across several cities across the US and our product, services, talents and leadership improve exponentially over this time period; the company has truly become a potent force in the market.","Some people have complained that management is green, and while yes this may be true in some instances it's actually been a blessing. Managers are molded with Webpass' values in mind, they don't bring along years of ingrained managerial baggage from previous employers. As a non-manager my best advice to those having issues is to work with your managers - find out what their needs are and they'll do the same for you.

I do wish there was more opportunity within each city, however the reality here is that you can easily create and pursue a career path if you actually TRY. Just have patience and an open mind.",Keep doing what you're doing!,5.0,5.0,5.0,3.0,4.0,5.0
2016-03-23,,,Former Employee ,"Great Place to learn, But they have a lot to learn themselves",,0,"Webpass will take a chance on a new employee without the required skill set, although sometimes this isn't always a good thing.

Fun active environment, cool coworkers.","Inconsistency in management decisions, feels as though every manager at webpass has never been a manager at any other company. And the lack of experience causes a lot of inconsistencies. What may be correct one day can be incorrect the next day, you never know and it depends on who you speak to.

If you don't work in SF expect to not be noticed, Webpass will take care of the HQ, but when it comes to a satellite office they put on blinders. You shouldn't have to fight for the same benefits as HQ, employees should be equal across the board regardless of location.

Finances control is terrible, more often than not a large part of the financial burden falls on the employees. I shouldn't have to reach for my credit card every time the office needs something.",,3.0,,,,,
2016-03-15, Manager,"Livermore, CA",Current Employee ,Future unsure,Less than a year,0,Webpass has a fun start up work environment in an vibrant part of the city. The teams work well amongst themselves.,"They have an inexperienced corporate management team, which is causing the company to have a lack direction on operational and growth issues.",,3.0,2.0,3.0,3.0,3.0,2.0
2016-01-08,,,Current Employee ,Most Fun Company I've Ever Worked For!,,0,"Webpass leadership has a clear vision of where the company is going. However, input from the employees is always welcomed and valued. At the same time, the culture is usually laid-back with a ""start-up"" vibe and having fun is very near the top of the list of priorities!",Still striving for higher market share in satellite offices.,Continue to focus on leadership training and maintaining a positive work environment.,5.0,5.0,5.0,4.0,5.0,4.0
2016-01-03,,,Current Employee ,Amazing environment,,0,"Great place to work.
Very friendly team","Sometimes a little disorganized...
Operationally weak,",,5.0,5.0,5.0,4.0,3.0,5.0
2016-01-27, Account Executive,"Miami, FL",Current Employee ,Management has no clue,More than a year,0,Potential to grow with the company as they build out different markets. Most of the people are great to work with. Good product for cheap money,"Managment has no clue. Sales leadership in particular is the worst I have ever seen. Will say one thing to your face and"" Document "" something else. No training or clear expectations as what will make rookie management happy",Someone in each city needs to run the sales departments in each city. Having green management running a national sales organization will not work especially when management has no clue,1.0,1.0,2.0,2.0,1.0,2.0
2016-01-14,,,Former Employee ,Terrible Management,More than a year,0,"The work life balance is there, but that's about it.","The company doesn't know what it's doing. Management is green and there are so many politics that eventually you will get eaten alive. Employees who have been there a long time are protected from doing anything wrong and take advantage of it. If you enjoy excessive drinking then you'll be happy with the culture, but if you don't good luck making friends or being accepted.",Hire someone to run the company.,1.0,5.0,2.0,1.0,3.0,1.0
2015-11-21,,"San Francisco, CA",Current Employee ,Account Executive,,0,"+ Transparent and in a sustainable high growth mode
+ Amazing work/life balance; no guilt trip when you use your vacation time
+ No micromanaging or sales reports
+ People working here are fun to hang out with at work/happy hour. They are the right amount of mature and a walking HR violation.
+ I would say the product sells itself, but then I wouldn't have a job","- 401K match does not exist
- No CRM software to manage leads
- A couple more holidays such as Christmas Eve and NYE would be nice",Keep hiring people with great attitude and work ethics. Management has always been good at leading by example and do their best to help you succeed.,5.0,5.0,5.0,4.0,5.0,
2015-04-24, Senior Developer,"Boston, MA",Current Employee ,Senior Developer,More than 5 years,0,"blazing fast internet, great senior management.","not in every major city yet, only SF, san diego, boston, chicago, miami.",keep on doing what you do best! i <3 webpass!,5.0,5.0,5.0,5.0,5.0,5.0
2015-04-24, Manager,"San Francisco, CA",Current Employee ,Manager,Less than a year,0,"Love the work environment - people are very engaged, upbeat, excited about the work that they are doing; benefits are great; salary is a bit below market, but bonuses are generous and monthly!",The company is growing and trying to retain the company culture and the ease of communication between departments and divisions can be challenging.,"Don't be afraid of growth, but recognize the steps that need to be taken to grow and retain the same transparency, upbeat work environment, and communicative employees. Quit obsessing over the competition and run your company the way you know it should be run.",5.0,5.0,5.0,4.0,4.0,4.0
2015-04-24,,,Current Employee ,Account Executive,,0,The work and life balance is great. The people your surrounded by are amazing. And most importantly we have an amazing product to sell!,"The beer on tap is usually an IPA. Would be nice to see a Belgian ale, a saison or even a stout once in a while.",Keep doing what you're doing!,5.0,5.0,5.0,5.0,5.0,5.0
2015-02-03,,,Current Employee ,"Great team, great environment",More than a year,0,"The people first and foremost are the best part of working here. The work environment is fun and has retained its startup feel in its post-startup days. You get a significant amount of autonomy to get your job done, which is great - your managers will trust you to do your job and they do what they can to not impede your process. The managers are awesome all around too.","The company is constantly investing in the future (which goes in the Pros column), but it is sometimes at the expense of some of the fringe perks like a fully stocked drinks fridge. Sometimes the drinks run out.. and don't get refilled fast enough. That's about it.",Keep on doing what you're doing because it's working.,5.0,5.0,5.0,5.0,3.0,5.0
